aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;HL-60;CHEMBL689647;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;In vitro inhibitory concentration against proliferation of HL60 cells;CHEMBL1144989;Non-molecular target assigned;N;;1;CHEMBL383;;
CLD0;;HL-60;CHEMBL689656;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;Concentration required for 50% inhibition of cell growth of HL60 leukemic cell lines in human.;CHEMBL1125887;Non-molecular target assigned;N;;1;CHEMBL383;;
CLD0;;HL-60;CHEMBL687002;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;In vitro concentration required to induce apoptosis in HL60R cells;CHEMBL1144989;Non-molecular target assigned;N;;1;CHEMBL383;;
CLD0;;HL-60;CHEMBL690288;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;In vitro concentration required to induce apoptosis in HL60R cells;CHEMBL1144989;Non-molecular target assigned;N;;1;CHEMBL383;;
CLD0;;;CHEMBL691768;[];Human herpesvirus 1;[];;;10298.0;;Kidney;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;In vitro antiviral activity against Herpes simplex virus -1 strain KOS was evaluated in african green monkey kidney;CHEMBL1122970;Non-molecular target assigned;N;;1;CHEMBL377;CHEMBL3638241;
CLD0;;;CHEMBL691778;[];Human herpesvirus 1;[];;;10298.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Antiviral activity against herpes simplex virus-1.;CHEMBL1159161;Non-molecular target assigned;N;;1;CHEMBL377;;
CLD0;;;CHEMBL694611;[];Human herpesvirus 2;[];;;10310.0;;Kidney;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Antiviral activity against Herpes simplex virus -2 strain MS was evaluated in african green monkey kidney;CHEMBL1122970;Non-molecular target assigned;N;;1;CHEMBL370;CHEMBL3638241;
CLD0;;;CHEMBL690817;[];Human herpesvirus 2;[];;;10310.0;;Kidney;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;In vitro antiviral activity against Herpes simplex virus -2 strain MS was evaluated in african green monkey kidney;CHEMBL1122970;Non-molecular target assigned;N;;1;CHEMBL370;CHEMBL3638241;
CLD0;;;CHEMBL690823;[];Human herpesvirus 2;[];;;10310.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Antiviral activity against herpes simplex virus-2.;CHEMBL1159161;Non-molecular target assigned;N;;1;CHEMBL370;;
CLD0;;BSCL;CHEMBL880036;[];Human herpesvirus 1;[];;;10298.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Growth inhibition against HSV-1 virus in BSCL cells at the dose of 1.4 ug/mL and 22h time of treatment.;CHEMBL1122461;Non-molecular target assigned;N;;1;CHEMBL377;;
CLD0;;;CHEMBL691710;[];Human herpesvirus 1;[];;;10298.0;;;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Inhibition of viral DNA synthesis in HSV-1 virus at the dose of 1.4 ug/mL.;CHEMBL1122461;Non-molecular target assigned;N;;1;CHEMBL377;;
CLD0;;HT-1080;CHEMBL699064;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308396;Target assigned is non-molecular;1;Tested in vitro against HT1080 cell line human fibrosarcoma;CHEMBL1126568;Non-molecular target assigned;N;;1;CHEMBL614580;;
CLD0;;;CHEMBL689919;[];Human herpesvirus 1;[];;;10298.0;;Kidney;F;Functional;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Antiviral activity against Herpes simplex virus -1 strain KOS was evaluated in african green monkey kidney;CHEMBL1122970;Non-molecular target assigned;N;;1;CHEMBL377;CHEMBL3638241;
CLD0;;HeLa;CHEMBL696160;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308376;Target assigned is non-molecular;1;The compound was tested in vitro for antitumor activity(50% inhibition of tumor cell growth) against HeLa human cell lines after 144 hr;CHEMBL1123889;Non-molecular target assigned;N;;1;CHEMBL399;;
CLD0;;HeLa;CHEMBL874178;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308376;Target assigned is non-molecular;1;The compound was tested in vitro for antitumor activity(50% inhibition of tumor cell growth) against HeLa human cell lines after 72 hr;CHEMBL1123889;Non-molecular target assigned;N;;1;CHEMBL399;;
CLD0;;HOS;CHEMBL695997;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308811;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma HOS tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614736;;
CLD0;;HT-1080;CHEMBL695998;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308396;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human fibrosarcoma HT1080 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614580;;
CLD0;;KHOS-321H ;CHEMBL696003;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308382;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma KHOS-321H tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614591;;
CLD0;;MFH-ST;CHEMBL698909;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308652;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human malignant fibrous histiocytoma MFH-ST tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614796;;
CLD0;;MG-63;CHEMBL698911;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308498;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma MG-63 tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614347;;
CLD0;;MKN-28;CHEMBL698914;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307602;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human stomach adenocarcinoma MKN-28 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614353;;
CLD0;;HOS-TE85;CHEMBL698915;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307282;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma MNNG-HOS tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614038;;
CLD0;;NCC;CHEMBL696461;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308410;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human renal cell carcinoma NCC-nu tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614190;;
CLD0;;NUGC-4;CHEMBL696463;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307267;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human stomach adenocarcinoma NUGC-4 tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL613519;;
CLD0;;OST;CHEMBL696629;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307563;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma OST tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614210;;
CLD0;;PC-13;CHEMBL697063;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307865;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung large-cell carcinoma PC-13 tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614100;;
CLD0;;PC-3;CHEMBL697962;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307570;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung adenocarcinoma PC-3 tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL390;;
CLD0;;PC-6;CHEMBL697963;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307571;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung small-cell carcinoma PC-6 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614235;;
CLD0;;PC-8;CHEMBL697964;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307866;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung adenocarcinoma PC-8 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614101;;
CLD0;;PC-9;CHEMBL697965;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307867;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung adenocarcinoma PC-9 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614102;;
CLD0;;QG-56;CHEMBL695855;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307796;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human lung suamous-cell carcinoma QG-56 tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL612268;;
CLD0;;SAOS-2;CHEMBL694103;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307737;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma SAOS-2 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614894;;
CLD0;;SK-ES1;CHEMBL694686;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307826;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma SK-ES-1 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL613970;;
CLD0;;ST-KM-1;CHEMBL872041;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307828;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human stomach adenocarcinoma ST-KM tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL613972;;
CLD0;;T-24;CHEMBL694852;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307700;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human bladder transitional cell carcinoma T-24 tumor cells;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL614774;;
CLD0;;U2OS;CHEMBL697856;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307757;Target assigned is non-molecular;1;In vitro inhibitory effect measured against human osteosarcoma U20-S tumor cells at 100 ug/mL;CHEMBL1125651;Non-molecular target assigned;N;;1;CHEMBL615023;;
CLD0;;KB ;CHEMBL699944;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307959;Target assigned is non-molecular;1;The compound was tested in vitro for antitumor activity(50% inhibition of tumor cell growth) against KB human cell lines after 144 hr;CHEMBL1123889;Non-molecular target assigned;N;;1;CHEMBL398;;
CLD0;;KB ;CHEMBL699945;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307959;Target assigned is non-molecular;1;The compound was tested in vitro for antitumor activity(50% inhibition of tumor cell growth) against KB human cell lines after 72 hr;CHEMBL1123889;Non-molecular target assigned;N;;1;CHEMBL398;;
