aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;;CHEMBL1909314;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for hepatitis";CHEMBL1909294;Non-molecular target assigned;N;8;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909315;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for hepatomegaly";CHEMBL1909294;Non-molecular target assigned;N;9;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909316;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for jaundice";CHEMBL1909294;Non-molecular target assigned;N;10;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909317;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for liver disease";CHEMBL1909294;Non-molecular target assigned;N;11;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909318;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for liver fatty";CHEMBL1909294;Non-molecular target assigned;N;12;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909319;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) score for liver function tests abnormal";CHEMBL1909294;Non-molecular target assigned;N;13;1;CHEMBL1697861;CHEMBL3559723;
CLD0;;;CHEMBL1909320;[];;[];;;;;Liver;A;ADME;BAO_0000221;tissue-based format;;Target assigned is non-molecular;1;"Drug Induced Liver Injury Prediction System (DILIps) training set; hepatic side effect (HepSE) combined score";CHEMBL1909294;Non-molecular target assigned;N;14;1;CHEMBL1697861;CHEMBL3559723;
CLD0;confirmatory;Schwann;CHEMBL1964081;[];;[];;;;;;F;Functional;BAO_0000219;cell-based format;;Homologous single protein target assigned;8;PUBCHEM_BIOASSAY: S16 Schwann cell PMP22 intronic element firefly luciferase assay. (Class of assay: confirmatory) ;CHEMBL1201862;Homologous protein target assigned;H;624032;7;CHEMBL2007624;;
CLD0;confirmatory;;CHEMBL2354221;[];;[];;;;;;F;Functional;BAO_0000019;assay format;;Homologous single protein target assigned;8;PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in absence of CPT. (Class of assay: confirmatory) ;CHEMBL1201862;Homologous protein target assigned;H;686978;7;CHEMBL1075138;;
CLD0;confirmatory;;CHEMBL2354254;[];;[];;;;;;F;Functional;BAO_0000019;assay format;;Homologous single protein target assigned;8;PubChem BioAssay. qHTS for Inhibitors of human tyrosyl-DNA phosphodiesterase 1 (TDP1): qHTS in cells in presence of CPT. (Class of assay: confirmatory) ;CHEMBL1201862;Homologous protein target assigned;H;686979;7;CHEMBL1075138;;
CLD0;confirmatory;;CHEMBL3215169;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;PubChem BioAssay. qHTS for Inhibitors of binding or entry into cells for Lassa Virus.   (Class of assay: confirmatory) ;CHEMBL1201862;Default value - Target has yet to be curated;U;720533;7;CHEMBL612545;;
CLD0;confirmatory;;CHEMBL3214913;[];;[];;;;;;B;Binding;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;PubChem BioAssay. qHTS for Inhibitors of binding or entry into cells for Marburg Virus.   (Class of assay: confirmatory) ;CHEMBL1201862;Default value - Target has yet to be curated;U;720532;7;CHEMBL612545;;
CLD0;confirmatory;;CHEMBL3214970;[];;[];;;;;;F;Functional;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;PubChem BioAssay. qHTS Assay for Identifying Gametocytocidal Compounds.   (Class of assay: confirmatory) ;CHEMBL1201862;Default value - Target has yet to be curated;U;743244;7;CHEMBL612545;;
CLD0;;HL-60;CHEMBL3292697;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;Cytotoxicity against human HL60 cells assessed as inhibition of proliferation after 48 hrs by MTT assay;CHEMBL3286196;Non-molecular target assigned;N;689156;1;CHEMBL383;;
CLD0;;HL-60;CHEMBL3296163;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307654;Target assigned is non-molecular;1;Cytotoxicity against human HL60 cells assessed as inhibition of proliferation after 72 hrs by MTT assay;CHEMBL3286196;Non-molecular target assigned;N;689157;1;CHEMBL383;;
CLD0;;SSMC-7721;CHEMBL3296164;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;;Target assigned is non-molecular;1;Cytotoxicity against human SSMC-7721 cells assessed as inhibition of proliferation after 48 hrs by MTT assay;CHEMBL3286196;Non-molecular target assigned;N;689158;1;CHEMBL3879801;;
CLD0;;HeLa;CHEMBL3296165;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308376;Target assigned is non-molecular;1;Cytotoxicity against human HeLa cells assessed as inhibition of proliferation after 48 hrs by MTT assay;CHEMBL3286196;Non-molecular target assigned;N;689159;1;CHEMBL399;;
CLD0;;HepG2;CHEMBL3296166;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3307718;Target assigned is non-molecular;1;Cytotoxicity against human HepG2 cells assessed as inhibition of proliferation after 48 hrs by MTT assay;CHEMBL3286196;Non-molecular target assigned;N;689160;1;CHEMBL395;;
CLD0;;NB-4;CHEMBL3423582;[];Homo sapiens;[];;;9606.0;;;F;Functional;BAO_0000219;cell-based format;CHEMBL3308423;Target assigned is non-molecular;1;Induction of apoptosis in human NB4 cells assessed as cell death;CHEMBL3421532;Non-molecular target assigned;N;740401;1;CHEMBL3879801;;
911630;;;CHEMBL4029349;[];Homo sapiens;[];;;9606.0;;;T;Toxicity;BAO_0000019;assay format;;Target assigned is non-molecular;1;Liver toxicity in human assessed as induction of drug-induced liver injury by measuring severity class index;CHEMBL4028802;Non-molecular target assigned;N;;1;CHEMBL372;;
911633;;;CHEMBL4029350;[];Homo sapiens;[];;;9606.0;;;T;Toxicity;BAO_0000019;assay format;;Target assigned is non-molecular;1;Liver toxicity in human assessed as induction of drug-induced liver injury by measuring verified drug-induced liver injury concern status;CHEMBL4028802;Non-molecular target assigned;N;;1;CHEMBL372;;
1_ELL;;Caco-2;CHEMBL4303805;[];Homo sapiens;[];;;9606.0;In vitro;;F;Functional;BAO_0000218;organism-based format;CHEMBL3307519;Target assigned is non-molecular;1;Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells at 10 uM after 48 hours by high content imaging;CHEMBL4303101;Non-molecular target assigned;N;;52;CHEMBL4303835;;
1_KUZ;;;CHEMBL4495582;[];Severe acute respiratory syndrome coronavirus 2;[];;;2697049.0;In vitro;;F;Functional;BAO_0000019;assay format;;Direct single protein target assigned;9;SARS-CoV-2 3CL-Pro protease inhibition percentage at 20µM  by FRET kind of response from peptide substrate;CHEMBL4495564;Direct protein target assigned;D;;52;CHEMBL4523582;;
1_LEY;;Vero C1008;CHEMBL4513082;[];Chlorocebus sabaeus;[];;;60711.0;In vitro;;F;Functional;BAO_0000218;organism-based format;CHEMBL4295411;Target assigned is non-molecular;1;Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging;CHEMBL4495565;Non-molecular target assigned;N;;52;CHEMBL4303835;;
