aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
CLD0;;;CHEMBL2045158;[];;[];;;;;;A;ADME;BAO_0000357;single protein format;;Homologous single protein target assigned;8;Inhibition of CYP2C19;CHEMBL2040751;Homologous protein target assigned;H;453485;1;CHEMBL3622;;
CLD0;;;CHEMBL2045159;[];;[];;;;;;A;ADME;BAO_0000357;single protein format;;Homologous single protein target assigned;8;Inhibition of CYP2D6;CHEMBL2040751;Homologous protein target assigned;H;453486;1;CHEMBL289;;
CLD0;;;CHEMBL2045160;[];;[];;;;;;A;ADME;BAO_0000357;single protein format;;Homologous single protein target assigned;8;Inhibition of CYP3A4;CHEMBL2040751;Homologous protein target assigned;H;453487;1;CHEMBL340;;
CLD0;;;CHEMBL2045161;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Dissociation constant, pKa of the compound;CHEMBL2040751;Default value - Target has yet to be curated;U;453488;1;CHEMBL2362975;;
CLD0;;;CHEMBL2045162;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Chemical solubility of the compound in PBS at pH 6.5;CHEMBL2040751;Default value - Target has yet to be curated;U;453489;1;CHEMBL2362975;;
CLD0;;;CHEMBL2045163;[];;[];;;;;;P;Physicochemical;BAO_0000100;small-molecule physicochemical format;;Default value - Target unknown or has yet to be assigned;0;Chemical solubility of the compound in SGN at pH 1.2;CHEMBL2040751;Default value - Target has yet to be curated;U;453490;1;CHEMBL2362975;;
CLD0;;;CHEMBL2045164;[];Rattus norvegicus;[];;;10116.0;;Plasma;A;ADME;BAO_0000366;cell-free format;;Target assigned is non-molecular;1;Percentage unbound in rat plasma;CHEMBL2040751;Non-molecular target assigned;N;453491;1;CHEMBL613652;CHEMBL3559721;
CLD0;;;CHEMBL2045165;[];Canis lupus familiaris;[];;;9615.0;;Plasma;A;ADME;BAO_0000366;cell-free format;;Target assigned is non-molecular;1;Percentage unbound in dog plasma;CHEMBL2040751;Non-molecular target assigned;N;453492;1;CHEMBL613431;CHEMBL3559721;
CLD0;;;CHEMBL2045166;[];Homo sapiens;[];;;9606.0;;Plasma;A;ADME;BAO_0000366;cell-free format;;Target assigned is non-molecular;1;Percentage unbound in human plasma;CHEMBL2040751;Non-molecular target assigned;N;453493;1;CHEMBL613424;CHEMBL3559721;
CLD0;;Caco-2;CHEMBL2045167;[];Homo sapiens;[];;;9606.0;;;A;ADME;BAO_0000219;cell-based format;CHEMBL3307519;Target assigned is non-molecular;1;Apparent permeability of the compound across apical to basolateral side in human Caco2 cells;CHEMBL2040751;Non-molecular target assigned;N;453494;1;CHEMBL614058;;
CLD0;;Caco-2;CHEMBL2045168;[];Homo sapiens;[];;;9606.0;;;A;ADME;BAO_0000219;cell-based format;CHEMBL3307519;Target assigned is non-molecular;1;Apparent permeability of the compound across basolateral to apical side in human Caco2 cells;CHEMBL2040751;Non-molecular target assigned;N;453495;1;CHEMBL614058;;
CLD0;;;CHEMBL2045169;[];Salmonella enterica subsp. enterica serovar Typhimurium;[];;;90371.0;;;T;Toxicity;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Induction of genotoxicity in Salmonella typhimurium by Ames test;CHEMBL2040751;Non-molecular target assigned;N;453496;1;CHEMBL351;;
CLD0;;;CHEMBL2045170;[];;[];;;;;;A;ADME;BAO_0000019;assay format;;Default value - Target unknown or has yet to be assigned;0;Induction of genotoxicity in micronucleus by micronucleus test;CHEMBL2040751;Default value - Target has yet to be curated;U;453497;1;CHEMBL612558;;
CLD0;;;CHEMBL2045171;[];Rattus norvegicus;[];;;10116.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Volume of distribution at steady state in rat at 1 mg/kg, iv and 1 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453498;1;CHEMBL376;;
CLD0;;;CHEMBL2045172;[];Rattus norvegicus;[];;;10116.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Half life in rat at 1 mg/kg, iv and 1 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453499;1;CHEMBL376;;
CLD0;;;CHEMBL2045173;[];Canis lupus familiaris;[];;;9615.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Volume of distribution at steady state in dog at 0.5 mg/kg, iv and 3 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453500;1;CHEMBL373;;
CLD0;;;CHEMBL2045174;[];Canis lupus familiaris;[];;;9615.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Half life in dog at 0.5 mg/kg, iv and 3 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453501;1;CHEMBL373;;
CLD0;;;CHEMBL2045175;[];Canis lupus familiaris;[];;;9615.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Clearance in dog at 0.5 mg/kg, iv and 3 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453502;1;CHEMBL373;;
CLD0;;;CHEMBL2045176;[];Canis lupus familiaris;[];;;9615.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Oral bioavailability in dog at 3 mg/kg;CHEMBL2040751;Non-molecular target assigned;N;453503;1;CHEMBL373;;
CLD0;;;CHEMBL2045177;[];Rattus norvegicus;[];;;10116.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Clearance in rat at 1 mg/kg, iv and 1 mg/kg, po;CHEMBL2040751;Non-molecular target assigned;N;453504;1;CHEMBL376;;
CLD0;;;CHEMBL2045178;[];Rattus norvegicus;[];;;10116.0;In vivo;;A;ADME;BAO_0000218;organism-based format;;Target assigned is non-molecular;1;Oral bioavailability in rat at 1 mg/kg;CHEMBL2040751;Non-molecular target assigned;N;453505;1;CHEMBL376;;
CLD0;;;CHEMBL2045181;[];Homo sapiens;[];;Microsome;9606.0;In vitro;Liver;A;ADME;BAO_0000251;microsome format;;Target assigned is subcellular fraction;2;Intrinsic clearance in human liver microsomes;CHEMBL2040751;Subcellular target assigned;S;453508;1;CHEMBL613373;CHEMBL3559723;
CLD0;;C3H 10T1/2;CHEMBL2045182;[];Mus musculus;[];;;10090.0;;;B;Binding;BAO_0000219;cell-based format;CHEMBL3307493;Direct single protein target assigned;9;Potency ratio, ratio of IC50 for compound to IC50 for compound 1 in mouse C3H10T1/2 cells by SMO/SHH transient transcriptional activation based Gli-luciferase reporter assay;CHEMBL2040751;Direct protein target assigned;D;453916;1;CHEMBL6080;;
CLD0;;;CHEMBL2045183;[];Rattus norvegicus;[];;Microsome;10116.0;In vitro;;A;ADME;BAO_0000251;microsome format;;Default value - Target unknown or has yet to be assigned;0;Intrinsic clearance in rat microsomes;CHEMBL2040751;Default value - Target has yet to be curated;U;453939;1;CHEMBL612558;;
CLD0;;;CHEMBL2045184;[];Canis lupus familiaris;[];;Microsome;9615.0;In vitro;;A;ADME;BAO_0000251;microsome format;;Default value - Target unknown or has yet to be assigned;0;Intrinsic clearance in dog microsomes;CHEMBL2040751;Default value - Target has yet to be curated;U;453940;1;CHEMBL612558;;
CLD0;;;CHEMBL2045185;[];Homo sapiens;[];;Microsome;9606.0;In vitro;;A;ADME;BAO_0000251;microsome format;;Default value - Target unknown or has yet to be assigned;0;Intrinsic clearance in human microsomes;CHEMBL2040751;Default value - Target has yet to be curated;U;453941;1;CHEMBL612558;;
1_ELL;;Caco-2;CHEMBL4303805;[];Homo sapiens;[];;;9606.0;In vitro;;F;Functional;BAO_0000218;organism-based format;CHEMBL3307519;Target assigned is non-molecular;1;Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of Caco-2 cells at 10 uM after 48 hours by high content imaging;CHEMBL4303101;Non-molecular target assigned;N;;52;CHEMBL4303835;;
1_KUZ;;;CHEMBL4495582;[];Severe acute respiratory syndrome coronavirus 2;[];;;2697049.0;In vitro;;F;Functional;BAO_0000019;assay format;;Direct single protein target assigned;9;SARS-CoV-2 3CL-Pro protease inhibition percentage at 20µM  by FRET kind of response from peptide substrate;CHEMBL4495564;Direct protein target assigned;D;;52;CHEMBL4523582;;
1_LEY;;Vero C1008;CHEMBL4513082;[];Chlorocebus sabaeus;[];;;60711.0;In vitro;;F;Functional;BAO_0000218;organism-based format;CHEMBL4295411;Target assigned is non-molecular;1;Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours exposure to 0.01 MOI SARS CoV-2 virus by high content imaging;CHEMBL4495565;Non-molecular target assigned;N;;52;CHEMBL4303835;;
