aidx;assay_category;assay_cell_type;assay_chembl_id;assay_classifications;assay_organism;assay_parameters;assay_strain;assay_subcellular_fraction;assay_tax_id;assay_test_type;assay_tissue;assay_type;assay_type_description;bao_format;bao_label;cell_chembl_id;confidence_description;confidence_score;description;document_chembl_id;relationship_description;relationship_type;src_assay_id;src_id;target_chembl_id;tissue_chembl_id;variant_sequence
KBe_4cl_P49748;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991607;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4105892;;
KBe_4cl_O15254;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991609;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4105817;;
KBe_4cl_Q9ULC5;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991610;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4105818;;
KBe_4cl_P61160;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991611;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL6090;;
KBe_4cl_P61158;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991612;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4105857;;
KBe_4cl_Q04771;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991613;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5903;;
KBe_4cl_P36896;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991614;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5310;;
KBe_4cl_Q13705;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991615;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5466;;
KBe_4cl_Q86TW2;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991617;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4105885;;
KBe_4cl_Q8NI60;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991618;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5550;;
KBe_4cl_P55263;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991620;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL3589;;
KBe_4cl_P25098;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991621;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4079;;
KBe_4cl_P54819;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991622;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4938;;
KBe_4cl_P31749;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991623;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4282;;
KBe_4cl_P31751;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991624;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL2431;;
KBe_4cl_Q9Y243;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991625;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4816;;
KBe_4cl_P10398;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991628;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL1169596;;
KBe_4cl_O14965;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991630;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4722;;
KBe_4cl_Q96GD4;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991631;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL2185;;
KBe_4cl_P11274;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991632;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5146;;
KBe_4cl_Q9NSY1;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991633;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL4522;;
KBe_4cl_P36894;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991634;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5275;;
KBe_4cl_O00238;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991635;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5476;;
KBe_4cl_Q13873;;K-562, COLO 205, SK-N-BE(2) and MV-4-11;CHEMBL3991636;[];Homo sapiens;[{'active': 1, 'comments': 'Is the measured interaction considered due to direct binding to target?', 'relation': '=', 'standard_relation': '=', 'standard_text_value': 'yes', 'standard_type': 'Direct Binder', 'standard_type_fixed': 0, 'standard_units': None, 'standard_value': None, 'text_value': 'yes', 'type': 'Direct Binder', 'units': None, 'value': None}];;Cell lysate;9606.0;In vitro;;B;Binding;BAO_0000220;subcellular format;;Direct single protein target assigned;9;Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.;CHEMBL3991601;Direct protein target assigned;D;;48;CHEMBL5467;;
